facility_id,facility_name,facility_type,region_clean,latitude,longitude,capacity,licence_issue_date_clean,inspection_date_clean,remarks
NAN,Macias-Stone Clinic (st.),Polyclinic,St. Michael,-58.94773,12.86121,302.0,2018-12-09,,Reinspection due
1867,"Lawson, Curtis and Gilmore Clinic (Christ)©",Community Health Centre,Christ Church,12.72888888888889,-58.92611111111111,34.0,2020-11-23,2022-05-17,♥
01868,Young-Escobar,Clinic,St. James,,,491.0,,2019-04-28,♥
#1869,Hunt-LLC Infirmary,Community Health Ctr.,St Lucy,13.03121,-58.88161,,2017-01-07,2022-05-16,Good
12D982,"Schmidt, Collins and Hayes Clinic",Health Ctr.,St Joseph,12.88,-58.801111111111105,345.0,2025-08-22,,Needs upgrade
#1871,"Rios, Roy and Hogan Infirmary",Health Centre,St. Lucy,,,327.0,2020-06-15,,
01872,"Fitzpatrick-Smith Polyclinic (st.)
NewLine",Health Centre,St. Lucy,12.71545,-58.95628,176.0,2020-10-22,2021-12-17,-
63EDCB,Cunningham-Myers,Health Ctr.,St. Joseph,13.0325,-58.978611111111114,385.0,,2019-03-06,Follow-up 2023
HF-1874,Garza-Carter Medical Center,Health Centre,St. Michael,12.815277777777778,-59.11944444444445,,2018-09-09,,♥
NAN,"Chavez, Hansen and Morales Polyclinic",Health Centre,St. James,,,39.0,,2019-07-10,-
NAN,"Barrera, Martinez and Meyer Polyclinic (St.)",Health Ctr.,St. George,,,407.0,2020-03-30,,
NAN,Smith PLC Health Centre,Clinic🌡️,St. Michael,13.19726,-59.01872,,2019-10-30,2024-10-12,Needs upgrade
NAN,Griffin-Davis Medical Center (Christ),Hospital,Christ Church,13.258888888888889,-58.93944444444444,484.0,2022-11-22,2019-10-15,
HF-1879,Montoya Inc Medical Center (St.),Polyclinic,St. George,12.716944444444444,-59.09166666666667,138.0,2024-06-10,, 
88DB63,Villarreal-Fowler Medical Center,Polyclinic 🏥,Nhoj .Ts,,,40.0,,,Follow-up 2023
HF-1881,"Murray, Ford and Lane (ST.)",Community Health Centre,St. Peter,12.90142,-58.74477,348.0,,2018-12-02,Good
1882,Kim LLC Infirmary (St.),Hospital,St. Lucy,12.83772,-58.92411,,,,Good
#1883,"Young, Hickman and Hancock Hospital",Clinic,St. Joseph,,,307.0,,2019-02-12,Reinspection due
#1884,"Stark, Brooks and Campbell Infirmary",Health Ctr.,St. Andrew,,,304.0,2021-04-26,2022-12-14,
1884,"Stark, Brooks and Campbell Infirmary",Health Ctr.,St. Andrew,,,304.0,2021-04-26,2022-12-14,
5B478C,Curry Inc Hosp.,Hosp.,Christ Church,,,287.0,,2020-12-14,-
1886,Sullivan-Reed 🏥,,St. Michael,13.256944444444445,-59.05916666666666,436.0,2016-01-20,,-
NAN,"Patrick, Waters and Lopez Medical Center (St.)",Community Health Ctr.,St. George,,,339.0,2025-04-05,,♥
#1888,Allen Group Hosp.,Community Health Centre,St.Michael,,,483.0,,2022-07-21,
HF-1889,"Werner, Warren and White Medical Center",Community Health Ctr.,St. Michael,,,287.0,2017-01-25,2020-03-28,Good
01890,Chaney-Bradley Polyclinic,,St Andrew,13.245555555555555,-58.95944444444445,,2025-03-23,,
01890,Chaney-Bradley Polyclinic,,St Andrew,13.245555555555555,-58.95944444444445,,2025-03-23,,
#1891,Moore-Melton Hospital,Community Health Ctr.,St. Joseph,-59.16093,13.26601,442.0,2016-08-03,2019-10-20,♥
NAN,Campbell-Carr Medical Center (St.),Polyclinic 🏥,St. Joseph,13.12537,-59.25712,,2025-03-27,2023-09-07,Needs upgrade
HF-1893,"Jones, Smith and Johnson Medical Center",Health Centre,St Andrew,13.133333333333333,-58.765277777777776,392.0,,,Needs upgrade
1894,Bailey-Lucas Hospital,Polyclinic,St.James,-58.98789,13.05389,244.0,2021-11-19,2020-03-09,-
01895,"Warren,-Evans-and-Martin©",Polyclinic,St. Andrew,-59.03769,13.24378,,,2023-11-29,♥
01896,Hansen-Jones Hosp.,,Christ Church,,,17.0,2023-09-14,2023-08-15,-
1897,Humphrey-Phillips Polyclinic,,St. James,,,259.0,2024-06-26,2019-08-27,Needs upgrade
#1898,Norris Inc 🏥 (St.),Hospital,St. James,13.27813,-58.77527,,2021-04-27,,Good
NAN,Leonard-Ltd Hosp.,Health Centre,St. Lucy,12.824444444444444,-59.007222222222225,458.0,2023-04-22,2019-01-19,Good
NAN,Campbell-PLC Hosp.,Clinic🌡️,St. Peter,12.79726,-59.27504,,2019-09-01,2022-04-24,Needs upgrade
NAN,Simmons-Inc Hosp.,,St. Peter,13.00002,-58.98944,,2023-12-28,2018-12-13,Good
NAN,Simmons-Inc Hosp.,,St. Peter,13.00002,-58.98944,,2023-12-28,2018-12-13,Good
NAN,Humphrey-Reid,Clinic,St. Michael,-58.85707,13.11662,160.0,2018-05-03,, 
1903,Fisher-Valenzuela,Health Centre,St. Andrew,13.10574,-59.18151,470.0,2021-03-21,2021-05-24,Needs upgrade
1904,"Bishop, Mendoza and Peterson Clinic",,St. Lucy,13.15544,-59.03674,,2024-05-29,,Needs upgrade
#1905,Rios-Pena Hosp.,Community Health Centre,St.Michael,,,,2018-07-25,2020-01-20,Good
1905,Rios-Pena Hosp.,Community Health Centre,St.Michael,,,,2018-07-25,2020-01-20,Good
NAN,Ortiz LLC Clinic,Community Health Ctr.,St.Joseph,12.75303,-58.93382,,2024-07-30,2024-09-04,
NAN,Dawson-Moore,,St John,12.88327,-58.75606,431.0,2016-01-23,2025-06-21,-
NAN,Dawson-Moore,,St John,12.88327,-58.75606,431.0,2016-01-23,2025-06-21,-
HF-1908,Acosta Inc Health Centre (Christ),,Christ Church,,,158.0,,2020-03-09,
1909,Fisher Inc Polyclinic (St.)©,Community Health Centre,St. Lucy,12.831388888888888,-58.81222222222222,91.0,2017-06-25,,Follow-up 2023
1910,Hawkins Group Hosp. (St.),Community Health Ctr.,St. George,12.79723,-59.1117,228.0,2022-11-22,,Good
1911,"Duke,-Murphy-and-Perez Hospital",Polyclinic,St George,13.06393,-58.84122,113.0,2016-12-07,2019-07-13,Good
HF-1912,"Williams, Madden and Valdez Health Centre",Polyclinic,St. John,13.22461,-59.09728,225.0,2022-08-18,2025-04-19,Good
#1913,Donovan Group (St.),Clinic,St. Peter,12.99861111111111,-59.04611111111111,443.0,2018-08-20,2019-04-06,Follow-up 2023
1913,Donovan Group (St.),Clinic,St. Peter,12.99861111111111,-59.04611111111111,443.0,2018-08-20,2019-04-06,Follow-up 2023
NAN,"Cooper,-Nguyen-and-Wagner (st.)",Community Health Centre,St. Andrew,12.77783,-59.08095,,,,♥
934773,Gomez Group (St),Clinic,St Peter,,,246.0,,, 
1916,Davila-Lyons,Clinic,St. Peter,13.15447,-58.88053,150.0,2024-09-20,,Reinspection due
NAN,Lyons LLC,CHC,St. Joseph,12.88046,-59.16514,,,2021-01-20,-
615441,Jordan-LLC Medical Center,Polyclinic 🏥,St. Lucy,13.151388888888889,-59.20638888888889,234.0,,, 
01919,"Mcdowell, Brown and James Medical Center",Hosp.,Christ Church,,,135.0,2023-03-22,2024-11-19,-
1920,Elliott-Hansen Hosp. (ST.)©,,St. John,,,,2022-11-02,,
#1921,Williams-Watts Polyclinic©,Polyclinic,St. John,13.04043,-59.01052,267.0,2017-11-09,,-
#1922,Santos-Contreras Medical Center,Community Health Ctr.,St. Andrew,12.87753,-59.04742,,2016-08-29,,
HF-1923,Brown-Johnson,Clinic,St. Lucy,12.99696,-59.08917,452.0,2017-06-07,2023-07-13,Follow-up 2023
HF-1924,"Lyons, Pitts and Parrish (St.)",Hospital,St. Lucy,,,376.0,2020-03-18,2020-12-30,
#1925,Olsen Group Hospital,Health Ctr.,Christ Church,,,238.0,,2024-05-15,Follow-up 2023
01926,"Prince-Bailey
NewLine",Hospital,St. Andrew,-58.80677,12.72844,134.0,2020-12-01,2019-06-30,Needs upgrade
NAN,Jacobs Group Infirmary (St.)©,Community Health Ctr.,St. Michael,12.86514,-58.75611,4.0,2022-01-03,2018-10-11,Follow-up 2023
NAN,Hall-Welch Infirmary (St.),Clinic🌡️,St. George,,,,,,Reinspection due
HF-1929,Clark PLC Infirmary (reteP),Hosp.,St. Peter,12.70894,-58.90931,447.0,2025-09-28,2019-10-13,Good
NAN,"Avery,-Mendoza-and-Cook
NewLine",Clinic🌡️,St. George,12.82759,-58.91246,,2021-06-15,2022-02-17,Follow-up 2023
NAN,"Avery,-Mendoza-and-Cook
NewLine",Clinic🌡️,St. George,12.82759,-58.91246,,2021-06-15,2022-02-17,Follow-up 2023
NAN,Williams and Sons Hosp.,Polyclinic,St.Joseph,-59.29602,12.83613,,2022-11-12,,Reinspection due
NAN,"Rodriguez, Noble and Schaefer Hosp. (st.)",Community Health Centre,St. Lucy,-58.86675,13.24335,477.0,,2021-05-13,♥
HF-1933,Douglas-Bell Clinic (St),,St Michael,13.25471,-58.81751,236.0,2020-05-03,2024-04-01,-
99E1A1,"Sawyer, Jackson and Collins Infirmary",Community Health Ctr.,St. James,13.1562,-58.96612,218.0,,2022-05-11,Reinspection due
NAN,Jones-Harrison (St),,St Peter,13.06333,-59.08367,,2021-07-01,2020-10-12,-
#1936,"Turner,-Smith-and-Ayala Hospital (St.)",Community Health Centre,St. James,13.17482,-58.84464,348.0,,2019-01-31, 
HF-1937,Parsons LLC Medical Center,,St. George,-59.28418,12.77183,262.0,,2024-04-17,♥
HF-1937,Parsons LLC Medical Center,,St. George,-59.28418,12.77183,262.0,,2024-04-17,♥
NAN,Frederick Group Hospital,Hosp.,St. Lucy,13.1725,-59.17472222222222,57.0,2025-05-25,2025-03-21,Reinspection due
01939,Armstrong-Davis Polyclinic (St.),,St. John,-59.015,13.18148,,2018-07-01,2025-12-27,
HF-1940,Lee and Sons Infirmary (ST.),Polyclinic 🏥,St. James,13.122222222222224,-58.959722222222226,,2025-11-16,2019-10-16,
4C9894,Kelly and Sons Health Centre,Polyclinic,Christchurch,13.17972,-59.06639,383.0,2017-08-18,,♥
HF-1942,Foster-Marsh Medical Center,Polyclinic 🏥,St. John,13.020833333333334,-58.83444444444444,18.0,,, 
NAN,Pearson-Page (ST.),Community Health Ctr.,St. Lucy,,,,2020-07-25,2025-01-13,Follow-up 2023
01944,Ward-Group Hosp.,Clinic🌡️,Christchurch,-59.18993,13.17478,,2020-03-08,,
HF-1945,Lopez-Simmons 🏥 (St.),Community Health Centre,St. Peter,12.96239,-58.73618,136.0,,2021-11-21,
2D7DE7,Henry-King,,St. Peter,13.27542,-59.19247,409.0,2017-03-27,,Good
#1947,Vasquez Inc Medical Center,Health Ctr.,Christ Church,12.82397,-58.79663,144.0,2023-02-18,, 
01948,Carson Group (St.John),CHC,St.John,13.2107,-59.05098,,,,Follow-up 2023
01949,Lawrence-Duarte,Polyclinic,Christ Church,,,,2021-01-22,,
NAN,Riley-Rangel Hosp.,Hospital,St. George,-59.24419,12.74794,,,,-
NAN,Henson-Norton Health Centre,Polyclinic 🏥,Christ Church,12.80871,-59.02311,,2019-02-08,,♥
NAN,Davis-LLC Polyclinic (ST.),CHC,St. John,,,215.0,,,♥
01953,"Mclaughlin, Hernandez and Flores Hosp.",Polyclinic 🏥,St. John,-58.88418,12.99024,,2017-10-10,2020-04-20,
1954,Ramirez LLC Medical Center,Hospital,St.George,,,14.0,2020-10-03,2024-07-04,Good
NAN,"West,-Bishop-and-Perez Medical Center",Clinic,St. James,13.10226,-58.92359,,,2022-07-17,
5752F7,"Mendoza Ltd Health Centre (St.)
NewLine",Hospital,St. James,12.79,-59.20138888888889,,2021-07-09,2019-05-13,Reinspection due
NAN,Miller Inc Hosp. (ST.),Health Ctr.,St. Lucy,12.85611111111111,-59.12361111111111,273.0,,,
#1958,Miller and Sons✨,Community Health Ctr.,Christ Church,-58.91056,13.25972,,2022-06-27,2020-03-02,Reinspection due
#1958,Miller and Sons✨,Community Health Ctr.,Christ Church,-58.91056,13.25972,,2022-06-27,2020-03-02,Reinspection due
1959,"Huber, Burke and King 🏥 (St.)",Health Centre,St. George,,,402.0,2017-12-10,,Good
75D51A,Martin-LLC (ST.),CHC,St. George,13.007222222222222,-59.12083333333334,,,2024-11-15, 
#1961,Anthony and Sons Infirmary©,Clinic,Nhoj .Ts,,,,2020-12-02,2018-11-23,
01962,Humphrey Inc Infirmary (ST.),Hosp.,St. Michael,,,,2020-11-26,2024-06-01,Follow-up 2023
NAN,"Ross, Johnson and Carney",Hosp.,St. Joseph,,,423.0,2016-08-01,2022-03-18,Good
1964,"Smith, Collins and Merritt Health Centre",Community Health Ctr.,Christ Church,13.10811,-59.00734,414.0,,2024-10-19,Follow-up 2023
1965,Anderson-Davis Clinic,,St George,13.121944444444445,-58.93944444444444,81.0,2020-02-27,2024-10-14,Good
NAN,Clarke Group,Polyclinic 🏥,Christ Church,,,313.0,2021-09-22,2024-11-23,Needs upgrade
484E8D,"Stevenson, Rogers and Baker 🏥",Polyclinic,St. George,-59.1972,12.78583,414.0,2022-12-01,2023-06-20,Follow-up 2023
1968,Stevens-Inc Polyclinic (semaJ),Community Health Ctr.,St. James,-59.0266,12.99699,304.0,,,-
HF-1969,Parker Inc Infirmary (St.George),Polyclinic 🏥,St.George,12.795833333333333,-59.270833333333336,122.0,2023-07-02,,
#1970,"Gregory, Evans and Robertson Polyclinic
NewLine",Community Health Ctr.,St. George,,,,2020-09-16,2020-11-12,
NAN,Rodriguez-Alvarez 🏥,Hospital,St. Andrew,,,233.0,2024-06-23,2025-07-09,Needs upgrade
NAN,Jacobs-Tate Polyclinic,,St. Lucy,,,,2023-04-29,2019-11-21, 
NAN,Jacobs-Tate Polyclinic,,St. Lucy,,,,2023-04-29,2019-11-21, 
NAN,"Martinez, Thompson and Mcdaniel Health Centre (St.)💊",Polyclinic,St. Michael,,,,2023-07-06,2021-06-04,Needs upgrade
HF-1974,Jordan PLC 🏥 (St),Polyclinic 🏥,St Peter,-59.21691,13.26676,387.0,2016-02-05,2019-07-12,Reinspection due
HF-1975,Liu-Bell,Polyclinic 🏥,St. James,12.81056,-59.2465,,2018-09-23,2023-03-16,
01976,Castaneda-Ward Health Centre,,St.Joseph,13.24499,-59.15925,,,2025-10-28, 
B64F30,Jimenez-Montgomery Clinic,Community Health Ctr.,St. George,13.21036,-59.22495,,,2024-05-12,
EE94BA,"Davis, Mcbride and Joseph Hospital",Clinic,St. John,13.23117,-58.79382,289.0,,,
1979,Mitchell-PLC,Health Ctr.,St. Peter,12.711666666666666,-59.10805555555556,370.0,2024-01-23,2018-11-07,Reinspection due
01980,Nguyen-Bradshaw Medical Center (st.)✨,CHC,St. George,13.17751,-59.10143,,2016-04-07,2025-07-02, 
NAN,"Ortiz, Miller and Holt Infirmary
NewLine",Community Health Centre,St John,,,81.0,2024-08-13,2022-04-08,Follow-up 2023
HF-1982,"Henry,-Morris-and-Spencer (CHRIST)",Clinic,Christ Church,13.02132,-59.11077,101.0,,2022-04-01, 
1983,"Lee, Gray and Ford",Community Health Centre,St. Peter,12.86089,-58.97167,,2023-01-12,2018-09-20,-
01984,Johnson Group Infirmary💊,Health Ctr.,St. Michael,-59.04789,12.77776,386.0,2023-03-30,2021-02-22,-
NAN,"James,-Dean-and-Robinson",,St. Peter,13.10611111111111,-58.844166666666666,245.0,,2024-03-23,
NAN,"Miller, Perez and Green",Clinic,St.Michael,,,173.0,2020-11-07,2018-04-27,♥
1987,Spencer Inc Infirmary,Hospital,St.Michael,13.24472222222222,-59.14111111111111,,,2018-03-16,Reinspection due
993839,"Smith,-Patrick-and-Cline",Polyclinic,St. Andrew,,,277.0,2024-12-02,,Good
1989,Brown Ltd Health Centre,,St. Michael,-59.29078,12.91023,172.0,2022-02-28,,Follow-up 2023
#1990,Bender and Sons Clinic (St.),Polyclinic 🏥,St. Michael,,,396.0,2022-08-31,,Needs upgrade
#1990,Bender and Sons Clin. (St.),Polyclinic 🏥,St. Michael,,,396.0,2022-08-31,,Needs upgrade
01991,Macias LLC (St.),Hosp.,St. Lucy,,,461.0,,2018-10-26,-
40D0AF,Coleman-Hill Infirmary (St),Clinic,St James,13.24324,-58.86933,22.0,,2022-11-05, 
#1993,Francis-Mccann 🏥,,St. Lucy,,,349.0,2019-06-22,,Needs upgrade
NAN,"Hernandez,-Bartlett-and-Oconnor Hosp.",Clinic🌡️,St. George,,,,2016-11-24,2020-12-11,
NAN,King Ltd Polyclinic,,St. John,13.02518,-59.14409,469.0,,2022-05-11,-
NAN,"Mitchell,-Mata-and-Hicks Hospital",Polyclinic,St. John,,,318.0,2025-03-13,2019-09-08,Good
NAN,"Diaz, Thompson and Pitts Clinic",Hospital,St. Lucy,,,272.0,2020-06-17,, 
01998,Novak LLC Clinic,Hospital,St. John,12.86551,-58.84675,421.0,2019-10-29,,-
6E2F2F,Bennett-Tucker 🏥 (st.),Clinic,St. Joseph,,,131.0,,2018-08-16, 
#2000,"Cain,-Stevens-and-Ruiz (St.)",Polyclinic,St. Peter,-59.28337,13.29354,17.0,,,Follow-up 2023
2001,Kerr-Inc,,St. Andrew,12.94898,-59.15028,248.0,2017-08-31,2025-03-30,-
#2002,"Peterson, Rios and Soto (St.)",Community Health Ctr.,St. John,12.882222222222223,-59.03972222222222,482.0,2022-08-26,2018-04-04,♥
#2003,"Webb, Conley and Hill Infirmary",Health Centre,St.Andrew,13.17598,-59.15539,,,,Reinspection due
2003,"Webb, Conley and Hill Infirmary",Health Centre,St.Andrew,13.17598,-59.15539,,,,Reinspection due
2004,"Fisher, Ortiz and Moore Polyclinic",Polyclinic 🏥,St. John,,,,2021-08-22,,
HF-2005,Poole and Sons,Polyclinic 🏥,St. James,13.26971,-59.14925,296.0,2017-01-05,2023-08-02,Follow-up 2023
#2006,Tanner-PLC©,Community Health Ctr.,St.Joseph,,,97.0,2025-09-19,2023-02-14,
#2006,Tanner-PLC©,Community Health Ctr.,St.Joseph,,,97.0,2025-09-19,2023-02-14,
NAN,"Kelley, Williams and Munoz Infirmary",Community Health Ctr.,St. Andrew,12.869722222222222,-58.85138888888889,43.0,2023-04-14,2023-02-19, 
AC4E50,"Hamilton, Barnes and Anderson 🏥",,St. Joseph,,,343.0,2017-09-24,,Reinspection due
NAN,Duran PLC Clinic,Hosp.,St. Lucy,12.741944444444444,-59.274166666666666,373.0,2021-10-09,2018-01-31,Good
02010,Garcia-Zhang 🏥 (St.George),,St.George,12.798333333333334,-59.08694444444445,323.0,,2024-05-19,Follow-up 2023
HF-2011,Martin-Carr,Polyclinic 🏥,Christ Church,,,,,,
#2012,Hall-Schneider Polyclinic,Clinic,St. Michael,,,,,2024-11-03, 
2012,Hall-Schneider Polyclinic,Clinic,St. Michael,,,,,2024-11-03, 
02013,"Garcia, Norman and Gonzalez",Polyclinic,St. Peter,13.00361111111111,-58.885,283.0,,2023-07-31,
02014,Stevens LLC Health Centre✨,Hospital,St. George,13.05399,-58.98741,311.0,2016-07-26,2023-09-30,♥
2015,"Simmons, Peters and Farmer Health Centre©",,St. Peter,12.74953,-59.22765,6.0,,2020-01-04,Needs upgrade
2015,"Simmons, Peters and Farmer Health Centre©",,St. Peter,12.74953,-59.22765,6.0,,2020-01-04,Needs upgrade
02016,Cook and Sons Hospital (CHRIST),CHC,Christ Church,,,328.0,2024-12-14,,Reinspection due
0D7144,Davidson Group Hospital (Christ),Clinic🌡️,Christ Church,12.959444444444443,-59.27111111111111,,2025-03-27,2022-02-10,Good
2018,"Smith,-Johnson-and-Rodriguez (st.)",Health Ctr.,St. Joseph,13.185277777777777,-59.10055555555556,322.0,2018-10-16,2018-11-03,-
2019,Evans Inc,Community Health Ctr.,Christ Church,12.889166666666666,-59.20305555555556,224.0,,2021-11-02,♥
2020,Smith Group Medical Center,Health Centre,Christ Church,,,,,,-
HF-2021,Pollard-Leach Polyclinic,Community Health Centre,St. James,,,159.0,2018-04-30,2023-01-24,
NAN,"Martinez, Vang and Johnson Clinic (St)",Polyclinic,St Lucy,13.092222222222222,-59.1375,32.0,2022-08-01,2023-05-16,-
#2023,"Brown, Olson and Davis Health Centre",Polyclinic,Christ Church,,,,2017-03-20,,Follow-up 2023
NAN,"Cantu, Harris and Nelson",Health Centre,St. John,13.06456,-59.08025,332.0,2023-08-25,2024-03-25,♥
HF-2025,Carter PLC,,St Lucy,,,,2021-12-29,,Reinspection due
#2026,Parker-and-Sons Hosp.💊,Health Centre,St.Michael,12.72922,-58.70615,144.0,,2021-05-02,♥
NAN,Gutierrez and Sons Health Centre,CHC,St John,,,,2023-06-16,2019-01-02, 
HF-2028,Burns Ltd 🏥,Community Health Ctr.,St. John,12.946388888888889,-58.70388888888889,455.0,2016-02-28,2021-10-16, 
NAN,"Cruz,-Watson-and-Hart Clinic",Hosp.,St. Michael,13.01589,-59.13427,6.0,2024-02-24,2019-09-13,♥
#2030,Johnson-Mack Hospital (semaJ),Hosp.,St. James,12.74538,-58.95579,,2020-09-20,,Good
2030,Johnson-Mack Hosp. (semaJ),Hosp.,St. James,12.74538,-58.95579,,2020-09-20,,Good
9FA7B6,Harper-Rose Hosp. (St.)©,Health Ctr.,St. Joseph,13.135277777777777,-59.161944444444444,185.0,2016-03-22,2020-10-01,♥
02032,"Bell, Burke and Townsend Clinic",Clinic🌡️,St. Peter,,,176.0,2020-01-27,2018-09-18,Reinspection due
HF-2033,"Carroll, Hammond and Morgan",Health Ctr.,St. Joseph,-58.89471,13.15642,,2023-06-26,,♥
3B2AD7,Ellis-Smith Polyclinic (St.)💊,,St. Andrew,-58.84738,12.89437,,2022-08-18,2021-06-27,
NAN,"Tucker, Greer and Perez",Clinic,St. James,,,429.0,,2025-12-14, 
NAN,"Schultz, Edwards and Tran (ST.)",Polyclinic 🏥,St. George,13.26125,-59.25235,,2021-11-23,2022-12-24,Reinspection due
999BD3,"Soto, Garza and Small Health Centre (ST.)💊",Clinic,St. Michael,12.790277777777778,-59.09638888888889,,,2025-03-06,Good
HF-2038,"Wallace,-Delacruz-and-Wood Polyclinic (St)",Polyclinic,St Joseph,-58.85282,12.77083,431.0,2024-04-14,2020-04-17,
#2039,Bauer Group Polyclinic (st.),Polyclinic 🏥,St. Michael,,,105.0,2021-03-02,2024-01-03,Reinspection due
NAN,"Wiggins,-Espinoza-and-Gomez (st.)",Hospital,St. George,-58.79723,12.94814,,,2019-10-17,Follow-up 2023
NAN,"Wiggins,-Espinoza-and-Gomez (st.)",Hospital,St. George,-58.79723,12.94814,,,2019-10-17,Follow-up 2023
NAN,Williams-Farmer Clinic,,Christ Church,12.92016,-58.7827,,,2019-12-12,-
ACD5DA,Ortiz PLC,Clinic🌡️,St. James,13.29315,-58.88596,,2018-03-24,2025-05-06,Follow-up 2023
D2F22D,"Jordan, Robinson and Klein",Health Ctr.,St. Michael,12.71023,-59.19091,164.0,2016-05-21,2021-05-23,Needs upgrade
HF-2044,Moon-Townsend Hosp. (St),Health Ctr.,St Andrew,-58.82592,12.90393,,,2020-08-30,Reinspection due
#2045,"Edwards, Valentine and Browning Clinic",,St. John,13.144166666666667,-59.214444444444446,440.0,2025-04-11,,-
81AB0D,Hill-Forbes Infirmary,Hosp.,St. Peter,-59.02521,13.13714,,2021-03-17,2023-12-29,Reinspection due
02047,Bates-Hartman Health Centre,Health Centre,St.Lucy,,,123.0,2023-01-12,,-
#2048,Davis-Chapman Polyclinic (st.),Health Centre,St. Andrew,13.054166666666667,-58.742222222222225,,,2025-11-20,
2049,Parker Inc Infirmary,Hospital,St James,,,,2018-07-04,2018-02-23, 
NAN,Moore-Ltd Hosp. (St.),Hosp.,St. Joseph,12.81438,-59.29781,147.0,2016-04-01,,Needs upgrade
NAN,"Robinson,-Hood-and-Pierce",Hosp.,St. Andrew,13.24864,-59.22835,,2017-02-04,, 
NAN,"Robinson,-Hood-and-Pierce",Hosp.,St. Andrew,13.24864,-59.22835,,2017-02-04,, 
B5BD44,Franklin-Morrison (St.),Health Ctr.,St. James,,,,2021-02-07,2021-10-01,Good
#2053,Black-Group Clinic,,Christ Church,,,476.0,2019-12-30,2020-12-27,♥
2054,"Baker, Daugherty and Savage (St.)✨",CHC,St. James,,,,,2021-01-18,Needs upgrade
2054,"Baker, Daugherty and Savage (St.)✨",CHC,St. James,,,,,2021-01-18,Needs upgrade
#2055,Nguyen-Inc Health Centre,Community Health Centre,St. John,12.84175,-59.19762,193.0,2023-05-29,2020-02-29,
2055,Nguyen-Inc Health Centre,Community Health Centre,St. John,12.84175,-59.19762,193.0,2023-05-29,2020-02-29,
NAN,"Guzman, Rivera and Livingston Polyclinic",Hosp.,Christ Church,13.115833333333333,-58.84111111111111,,2025-05-21,2023-01-13,Follow-up 2023
02057,"Butler, Marsh and Cordova Infirmary (St)",,St James,13.08736,-59.1287,393.0,,2024-12-18,-
NAN,Gomez-Lewis Hosp. (St.),Polyclinic,St. John,13.08151,-59.18775,380.0,,,Good
#2059,Goodwin-Perez (St.),Community Health Centre,St. Andrew,-58.80887,12.9314,38.0,2022-05-07,2021-11-16,♥
2059,Goodwin-Perez (St.),Community Health Centre,St. Andrew,-58.80887,12.9314,38.0,2022-05-07,2021-11-16,♥
87BF98,Vaughn Ltd Hosp.,CHC,St.Andrew,13.269444444444446,-58.70055555555556,499.0,2018-06-29,,Needs upgrade
02061,Diaz LLC Health Centre,,St. John,13.085555555555556,-59.20388888888889,,,2023-05-29,
NAN,Joyce-Garrett Hospital©,Polyclinic,St. John,,,148.0,2023-12-19,,
NAN,Savage PLC Clinic (st.),Polyclinic 🏥,St. Peter,12.73436,-59.27569,198.0,2020-01-15,2024-02-11,-
02064,Jimenez-Kelley 🏥,Clinic🌡️,St. Michael,,,209.0,,2023-12-04,Reinspection due
#2065,Bennett-Shaw Hosp. (ST.),Clinic,St. Michael,-58.98424,13.25113,56.0,,2025-12-17,Reinspection due
2065,Bennett-Shaw Hosp. (ST.),Clinic,St. Michael,-58.98424,13.25113,56.0,,2025-12-17,Reinspection due
